Title,Actors
WALL·E,Fred Willard
Knocked Up,Seth Rogen
Knocked Up,Katherine Heigl
Knocked Up,Paul Rudd
Knocked Up,Leslie Mann
Source Code,Jake Gyllenhaal
Source Code,Michelle Monaghan
Source Code,"Vera Farmiga,Jeffrey Wright"
Lawless,Tom Hardy
Lawless,Shia LaBeouf
Lawless,Guy Pearce
Lawless,Jason Clarke
Unfriended,Heather Sossaman
Unfriended,Matthew Bohrer
Unfriended,Courtney Halverson
Unfriended,Shelley Hennig
American Reunion,Jason Biggs
American Reunion,"Alyson Hannigan,Seann William Scott"
American Reunion,Chris Klein
The Pursuit of Happyness,Will Smith
The Pursuit of Happyness,Thandie Newton
The Pursuit of Happyness,Jaden Smith
The Pursuit of Happyness,Brian Howe
Relatos salvajes,Darío Grandinetti
Relatos salvajes,María Marull
Relatos salvajes,Mónica Villa
Relatos salvajes,Rita Cortese
The Ridiculous 6,Adam Sandler
The Ridiculous 6,Terry Crews
The Ridiculous 6,Jorge Garcia
The Ridiculous 6,Taylor Lautner
Frantz,Pierre Niney
Frantz,Paula Beer
Frantz,Ernst Stötzner
Frantz,Marie Gruber
Viral,Sofia Black-D'Elia
Viral,"Analeigh Tipton,Travis Tope"
Viral,Michael Kelly
Gran Torino,Clint Eastwood
Gran Torino,Bee Vang
Gran Torino,"Christopher Carley,Ahney Her"
Burnt,Bradley Cooper
Burnt,Sienna Miller
Burnt,Daniel Brühl
Burnt,Riccardo Scamarcio
Tall Men,Dan Crisafulli
Tall Men,Kay Whitney
Tall Men,Richard Garcia
Tall Men,Pat Cashman
Sleeping Beauty,Emily Browning
Sleeping Beauty,Rachael Blake
Sleeping Beauty,Ewen Leslie
Sleeping Beauty,Bridgette Barrett
Vampire Academy,Zoey Deutch
Vampire Academy,Lucy Fry
Vampire Academy,Danila Kozlovsky
Vampire Academy,Gabriel Byrne
Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp
Sweeney Todd: The Demon Barber of Fleet Street,Helena Bonham Carter
Sweeney Todd: The Demon Barber of Fleet Street,"Alan Rickman,Timothy Spall"
Solace,Anthony Hopkins
Solace,Jeffrey Dean Morgan
Solace,Abbie Cornish
Solace,Colin Farrell
Insidious,Patrick Wilson
Insidious,Rose Byrne
Insidious,Ty Simpkins
Insidious,Lin Shaye
Popstar: Never Stop Never Stopping,Andy Samberg
Popstar: Never Stop Never Stopping,"Jorma Taccone,Akiva Schaffer"
Popstar: Never Stop Never Stopping,Sarah Silverman
The Levelling,Ellie Kendrick
The Levelling,David Troughton
The Levelling,"Jack Holden,Joe Blakemore"
Public Enemies,Christian Bale
Public Enemies,Johnny Depp
Public Enemies,Christian Stolte
Public Enemies,Jason Clarke
Boyhood,Ellar Coltrane
Boyhood,Patricia Arquette
Boyhood,"Ethan Hawke,Elijah Smith"
Teenage Mutant Ninja Turtles,Megan Fox
Teenage Mutant Ninja Turtles,Will Arnett
Teenage Mutant Ninja Turtles,William Fichtner
Teenage Mutant Ninja Turtles,Noel Fisher
Eastern Promises,Naomi Watts
Eastern Promises,Viggo Mortensen
Eastern Promises,Armin Mueller-Stahl
Eastern Promises,Josef Altin
The Daughter,Geoffrey Rush
The Daughter,Nicholas Hope
The Daughter,Sam Neill
The Daughter,Ewen Leslie
Pineapple Express,Seth Rogen
Pineapple Express,James Franco
Pineapple Express,Gary Cole
Pineapple Express,Danny McBride
The First Time,Dylan O'Brien
The First Time,Britt Robertson
The First Time,Victoria Justice
The First Time,James Frecheville
Gone Baby Gone,Morgan Freeman
Gone Baby Gone,Ed Harris
Gone Baby Gone,Casey Affleck
Gone Baby Gone,Michelle Monaghan
The Heat,Sandra Bullock
The Heat,Michael McDonald
The Heat,"Melissa McCarthy,Demián Bichir"
L'avenir,Isabelle Huppert
L'avenir,André Marcon
L'avenir,"Roman Kolinka,Edith Scob"
Anna Karenina,Keira Knightley
Anna Karenina,Jude Law
Anna Karenina,"Aaron Taylor-Johnson,Matthew Macfadyen"
Regression,Ethan Hawke
Regression,David Thewlis
Regression,"Emma Watson,Dale Dickey"
Ted 2,Mark Wahlberg
Ted 2,Seth MacFarlane
Ted 2,Amanda Seyfried
Ted 2,Jessica Barth
Pain & Gain,Mark Wahlberg
Pain & Gain,Dwayne Johnson
Pain & Gain,"Anthony Mackie,Tony Shalhoub"
Blood Diamond,Leonardo DiCaprio
Blood Diamond,Djimon Hounsou
Blood Diamond,Jennifer Connelly
Blood Diamond,Kagiso Kuypers
Devil's Knot,Colin Firth
Devil's Knot,Reese Witherspoon
Devil's Knot,"Alessandro Nivola,James Hamrick"
Child 44,Tom Hardy
Child 44,Gary Oldman
Child 44,Noomi Rapace
Child 44,Joel Kinnaman
The Hurt Locker,Jeremy Renner
The Hurt Locker,Anthony Mackie
The Hurt Locker,"Brian Geraghty,Guy Pearce"
Green Lantern,Ryan Reynolds
Green Lantern,Blake Lively
Green Lantern,"Peter Sarsgaard,Mark Strong"
War on Everyone,Alexander Skarsgård
War on Everyone,Michael Peña
War on Everyone,Theo James
War on Everyone,Tessa Thompson
The Mist,Thomas Jane
The Mist,Marcia Gay Harden
The Mist,"Laurie Holden,Andre Braugher"
Escape Plan,Sylvester Stallone
Escape Plan,Arnold Schwarzenegger
Escape Plan,50 Cent
Escape Plan,Vincent D'Onofrio
"Love, Rosie",Lily Collins
"Love, Rosie",Sam Claflin
"Love, Rosie",Christian Cooke
"Love, Rosie",Jaime Winstone
The DUFF,Mae Whitman
The DUFF,Bella Thorne
The DUFF,Robbie Amell
The DUFF,Allison Janney
The Age of Shadows,Byung-hun Lee
The Age of Shadows,Yoo Gong
The Age of Shadows,Kang-ho Song
The Age of Shadows,Ji-min Han
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence
The Hunger Games: Mockingjay - Part 1,Josh Hutcherson
The Hunger Games: Mockingjay - Part 1,Liam Hemsworth
The Hunger Games: Mockingjay - Part 1,Woody Harrelson
We Need to Talk About Kevin,Tilda Swinton
We Need to Talk About Kevin,John C. Reilly
We Need to Talk About Kevin,Ezra Miller
We Need to Talk About Kevin,Jasper Newell
Love & Friendship,Kate Beckinsale
Love & Friendship,Chloë Sevigny
Love & Friendship,"Xavier Samuel,Emma Greenwell"
The Mortal Instruments: City of Bones,Lily Collins
The Mortal Instruments: City of Bones,Jamie Campbell Bower
The Mortal Instruments: City of Bones,"Robert Sheehan,Jemima West"
Seven Pounds,Will Smith
Seven Pounds,Rosario Dawson
Seven Pounds,"Woody Harrelson,Michael Ealy"
The King's Speech,Colin Firth
The King's Speech,Geoffrey Rush
The King's Speech,"Helena Bonham Carter,Derek Jacobi"
Hunger,Stuart Graham
Hunger,Laine Megaw
Hunger,Brian Milligan
Hunger,Liam McMahon
Jumper,Hayden Christensen
Jumper,Samuel L. Jackson
Jumper,"Jamie Bell,Rachel Bilson"
Toy Story 3,Tom Hanks
Toy Story 3,Tim Allen
Toy Story 3,Joan Cusack
Toy Story 3,Ned Beatty
Tinker Tailor Soldier Spy,Gary Oldman
Tinker Tailor Soldier Spy,Colin Firth
Tinker Tailor Soldier Spy,Tom Hardy
Tinker Tailor Soldier Spy,Mark Strong
Resident Evil: Retribution,Milla Jovovich
Resident Evil: Retribution,Sienna Guillory
Resident Evil: Retribution,Michelle Rodriguez
Resident Evil: Retribution,Aryana Engineer
Dear Zindagi,Alia Bhatt
Dear Zindagi,Shah Rukh Khan
Dear Zindagi,Kunal Kapoor
Dear Zindagi,Priyanka Moodley
Genius,Colin Firth
Genius,Jude Law
Genius,Nicole Kidman
Genius,Laura Linney
Pompeii,Kit Harington
Pompeii,Emily Browning
Pompeii,Kiefer Sutherland
Pompeii,Adewale Akinnuoye-Agbaje
Life of Pi,Suraj Sharma
Life of Pi,Irrfan Khan
Life of Pi,Adil Hussain
Life of Pi,Tabu
Hachi: A Dog's Tale,Richard Gere
Hachi: A Dog's Tale,Joan Allen
Hachi: A Dog's Tale,"Cary-Hiroyuki Tagawa,Sarah Roemer"
10 Years,Channing Tatum
10 Years,Rosario Dawson
10 Years,Chris Pratt
10 Years,Jenna Dewan Tatum
I Origins,Michael Pitt
I Origins,Steven Yeun
I Origins,Astrid Bergès-Frisbey
I Origins,Brit Marling
Live Free or Die Hard,Bruce Willis
Live Free or Die Hard,Justin Long
Live Free or Die Hard,Timothy Olyphant
Live Free or Die Hard,Maggie Q
The Matchbreaker,Wesley Elder
The Matchbreaker,Christina Grimmie
The Matchbreaker,Osric Chau
The Matchbreaker,Olan Rogers
Funny Games,Naomi Watts
Funny Games,Tim Roth
Funny Games,Michael Pitt
Funny Games,Brady Corbet
Ted,Mark Wahlberg
Ted,Mila Kunis
Ted,Seth MacFarlane
Ted,Joel McHale
RED,Bruce Willis
RED,Helen Mirren
RED,"Morgan Freeman,Mary-Louise Parker"
Australia,Nicole Kidman
Australia,Hugh Jackman
Australia,Shea Adams
Australia,Eddie Baroo
Faster,Dwayne Johnson
Faster,Billy Bob Thornton
Faster,Maggie Grace
Faster,Mauricio Lopez
The Neighbor,Josh Stewart
The Neighbor,Bill Engvall
The Neighbor,Alex Essoe
The Neighbor,Ronnie Gene Blevins
The Adjustment Bureau,Matt Damon
The Adjustment Bureau,Emily Blunt
The Adjustment Bureau,Lisa Thoreson
The Adjustment Bureau,Florence Kastriner
The Hollars,Sharlto Copley
The Hollars,Charlie Day
The Hollars,Richard Jenkins
The Hollars,Anna Kendrick
The Judge,Robert Downey Jr.
The Judge,Robert Duvall
The Judge,Vera Farmiga
The Judge,Billy Bob Thornton
Closed Circuit,Eric Bana
Closed Circuit,Rebecca Hall
Closed Circuit,Jim Broadbent
Closed Circuit,Ciarán Hinds
Transformers: Revenge of the Fallen,Shia LaBeouf
Transformers: Revenge of the Fallen,Megan Fox
Transformers: Revenge of the Fallen,Josh Duhamel
Transformers: Revenge of the Fallen,Tyrese Gibson
La tortue rouge,Emmanuel Garijo
La tortue rouge,Tom Hudson
La tortue rouge,Baptiste Goy
La tortue rouge,Axel Devillers
The Book of Life,Diego Luna
The Book of Life,Zoe Saldana
The Book of Life,Channing Tatum
The Book of Life,Ron Perlman
Incendies,Lubna Azabal
Incendies,Mélissa Désormeaux-Poulin
Incendies,Maxim Gaudette
Incendies,Mustafa Kamel
The Heartbreak Kid,Ben Stiller
The Heartbreak Kid,"Michelle Monaghan,Malin Akerman"
The Heartbreak Kid,Jerry Stiller
Happy Feet,Elijah Wood
Happy Feet,Brittany Murphy
Happy Feet,Hugh Jackman
Happy Feet,Robin Williams
Entourage,Adrian Grenier
Entourage,Kevin Connolly
Entourage,Jerry Ferrara
Entourage,Kevin Dillon
The Strangers,Scott Speedman
The Strangers,Liv Tyler
The Strangers,Gemma Ward
The Strangers,Alex Fisher
Noah,Russell Crowe
Noah,Jennifer Connelly
Noah,Anthony Hopkins
Noah,Emma Watson
Neighbors,Seth Rogen
Neighbors,Rose Byrne
Neighbors,Zac Efron
Neighbors,Lisa Kudrow
Nymphomaniac: Vol. II,Charlotte Gainsbourg
Nymphomaniac: Vol. II,Stellan Skarsgård
Nymphomaniac: Vol. II,Willem Dafoe
Nymphomaniac: Vol. II,Jamie Bell
Wild,Reese Witherspoon
Wild,Laura Dern
Wild,"Gaby Hoffmann,Michiel Huisman"
Grown Ups,Adam Sandler
Grown Ups,Salma Hayek
Grown Ups,Kevin James
Grown Ups,Chris Rock
Blair Witch,James Allen McCune
Blair Witch,Callie Hernandez
Blair Witch,Corbin Reid
Blair Witch,Brandon Scott
The Karate Kid,Jackie Chan
The Karate Kid,Jaden Smith
The Karate Kid,Taraji P. Henson
The Karate Kid,Wenwen Han
Dark Shadows,Johnny Depp
Dark Shadows,Michelle Pfeiffer
Dark Shadows,Eva Green
Dark Shadows,Helena Bonham Carter
Friends with Benefits,Mila Kunis
Friends with Benefits,Justin Timberlake
Friends with Benefits,Patricia Clarkson
Friends with Benefits,Jenna Elfman
The Illusionist,Edward Norton
The Illusionist,Jessica Biel
The Illusionist,Paul Giamatti
The Illusionist,Rufus Sewell
The A-Team,Liam Neeson
The A-Team,Bradley Cooper
The A-Team,"Sharlto Copley,Jessica Biel"
The Guest,Dan Stevens
The Guest,Sheila Kelley
The Guest,Maika Monroe
The Guest,Joel David Moore
The Internship,Vince Vaughn
The Internship,Owen Wilson
The Internship,Rose Byrne
The Internship,Aasif Mandvi
Paul,Simon Pegg
Paul,Nick Frost
Paul,Seth Rogen
Paul,Mia Stallard
This Beautiful Fantastic,Jessica Brown Findlay
This Beautiful Fantastic,Andrew Scott
This Beautiful Fantastic,"Jeremy Irvine,Tom Wilkinson"
The Da Vinci Code,Tom Hanks
The Da Vinci Code,Audrey Tautou
The Da Vinci Code,Jean Reno
The Da Vinci Code,Ian McKellen
Mr. Church,Eddie Murphy
Mr. Church,Britt Robertson
Mr. Church,Natascha McElhone
Mr. Church,Xavier Samuel
Hugo,Asa Butterfield
Hugo,Chloë Grace Moretz
Hugo,Christopher Lee
Hugo,Ben Kingsley
The Blackcoat's Daughter,Emma Roberts
The Blackcoat's Daughter,Kiernan Shipka
The Blackcoat's Daughter,Lauren Holly
The Blackcoat's Daughter,Lucy Boynton
Body of Lies,Leonardo DiCaprio
Body of Lies,Russell Crowe
Body of Lies,"Mark Strong,Golshifteh Farahani"
Knight of Cups,Christian Bale
Knight of Cups,Cate Blanchett
Knight of Cups,"Natalie Portman,Brian Dennehy"
The Mummy: Tomb of the Dragon Emperor,Brendan Fraser
The Mummy: Tomb of the Dragon Emperor,Jet Li
The Mummy: Tomb of the Dragon Emperor,Maria Bello
The Mummy: Tomb of the Dragon Emperor,Michelle Yeoh
The Boss,Melissa McCarthy
The Boss,Kristen Bell
The Boss,Peter Dinklage
The Boss,Ella Anderson
Hands of Stone,Edgar Ramírez
Hands of Stone,Usher Raymond
Hands of Stone,Robert De Niro
Hands of Stone,Rubén Blades
El secreto de sus ojos,Ricardo Darín
El secreto de sus ojos,Soledad Villamil
El secreto de sus ojos,"Pablo Rago,Carla Quevedo"
True Grit,Jeff Bridges
True Grit,Matt Damon
True Grit,"Hailee Steinfeld,Josh Brolin"
We Are Your Friends,Zac Efron
We Are Your Friends,Wes Bentley
We Are Your Friends,Emily Ratajkowski
We Are Your Friends,Jonny Weston
A Million Ways to Die in the West,Seth MacFarlane
A Million Ways to Die in the West,Charlize Theron
A Million Ways to Die in the West,"Liam Neeson,Amanda Seyfried"
Only for One Night,Brian White
Only for One Night,Karrueche Tran
Only for One Night,"Angelique Pereira,Jessica Vanessa DeLeon"
Rules Don't Apply,Lily Collins
Rules Don't Apply,Haley Bennett
Rules Don't Apply,Taissa Farmiga
Rules Don't Apply,Steve Tom
Ouija: Origin of Evil,Elizabeth Reaser
Ouija: Origin of Evil,Lulu Wilson
Ouija: Origin of Evil,"Annalise Basso,Henry Thomas"
Percy Jackson: Sea of Monsters,Logan Lerman
Percy Jackson: Sea of Monsters,Alexandra Daddario
Percy Jackson: Sea of Monsters,Brandon T. Jackson
Percy Jackson: Sea of Monsters,Nathan Fillion
Fracture,Anthony Hopkins
Fracture,Ryan Gosling
Fracture,"David Strathairn,Rosamund Pike"
Oculus,Karen Gillan
Oculus,Brenton Thwaites
Oculus,"Katee Sackhoff,Rory Cochrane"
In Bruges,Colin Farrell
In Bruges,Brendan Gleeson
In Bruges,"Ciarán Hinds,Elizabeth Berrington"
This Means War,Reese Witherspoon
This Means War,Chris Pine
This Means War,Tom Hardy
This Means War,Til Schweiger
Lída Baarová,Tatiana Pauhofová
Lída Baarová,Karl Markovics
Lída Baarová,"Gedeon Burkhard,Simona Stasová"
The Road,Viggo Mortensen
The Road,Charlize Theron
The Road,"Kodi Smit-McPhee,Robert Duvall"
Lavender,Abbie Cornish
Lavender,Dermot Mulroney
Lavender,"Justin Long,Diego Klattenhoff"
Deuces,Larenz Tate
Deuces,Meagan Good
Deuces,Rotimi
Deuces,Rick Gonzalez
Conan the Barbarian,Jason Momoa
Conan the Barbarian,Ron Perlman
Conan the Barbarian,"Rose McGowan,Stephen Lang"
The Fighter,Mark Wahlberg
The Fighter,Christian Bale
The Fighter,"Amy Adams,Melissa Leo"
August Rush,Freddie Highmore
August Rush,Keri Russell
August Rush,Jonathan Rhys Meyers
August Rush,Terrence Howard
Chef,Jon Favreau
Chef,Robert Downey Jr.
Chef,"Scarlett Johansson,Dustin Hoffman"
Eye in the Sky,Helen Mirren
Eye in the Sky,Aaron Paul
Eye in the Sky,Alan Rickman
Eye in the Sky,Barkhad Abdi
Eagle Eye,Shia LaBeouf
Eagle Eye,Michelle Monaghan
Eagle Eye,"Rosario Dawson,Michael Chiklis"
The Purge,Ethan Hawke
The Purge,Lena Headey
The Purge,"Max Burkholder,Adelaide Kane"
PK,Aamir Khan
PK,Anushka Sharma
PK,"Sanjay Dutt,Boman Irani"
Ender's Game,Harrison Ford
Ender's Game,Asa Butterfield
Ender's Game,Hailee Steinfeld
Ender's Game,Abigail Breslin
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford
Indiana Jones and the Kingdom of the Crystal Skull,Cate Blanchett
Indiana Jones and the Kingdom of the Crystal Skull,"Shia LaBeouf,Karen Allen"
Paper Towns,Nat Wolff
Paper Towns,Cara Delevingne
Paper Towns,Austin Abrams
Paper Towns,Justice Smith
High-Rise,Tom Hiddleston
High-Rise,Jeremy Irons
High-Rise,Sienna Miller
High-Rise,Luke Evans
Quantum of Solace,Daniel Craig
Quantum of Solace,Olga Kurylenko
Quantum of Solace,Mathieu Amalric
Quantum of Solace,Judi Dench
The Assignment,Sigourney Weaver
The Assignment,Michelle Rodriguez
The Assignment,"Tony Shalhoub,Anthony LaPaglia"
How to Train Your Dragon,Jay Baruchel
How to Train Your Dragon,"Gerard Butler,Christopher Mintz-Plasse"
How to Train Your Dragon,Craig Ferguson
Lady in the Water,Paul Giamatti
Lady in the Water,Bryce Dallas Howard
Lady in the Water,Jeffrey Wright
Lady in the Water,Bob Balaban
The Fountain,Hugh Jackman
The Fountain,Rachel Weisz
The Fountain,Sean Patrick Thomas
The Fountain,Ellen Burstyn
Cars 2,Owen Wilson
Cars 2,"Larry the Cable Guy,Michael Caine"
Cars 2,Emily Mortimer
31,Malcolm McDowell
31,Richard Brake
31,"Jeff Daniel Phillips,Sheri Moon Zombie"
Final Girl,Abigail Breslin
Final Girl,Wes Bentley
Final Girl,"Logan Huffman,Alexander Ludwig"
Chalk It Up,Maddy Curley
Chalk It Up,John DeLuca
Chalk It Up,Nikki SooHoo
Chalk It Up,Drew Seeley
The Man Who Knew Infinity,Dev Patel
The Man Who Knew Infinity,Jeremy Irons
The Man Who Knew Infinity,Malcolm Sinclair
The Man Who Knew Infinity,Raghuvir Joshi
Unknown,Liam Neeson
Unknown,Diane Kruger
Unknown,"January Jones,Aidan Quinn"
Self/less,Ryan Reynolds
Self/less,Natalie Martinez
Self/less,"Matthew Goode,Ben Kingsley"
Mr. Brooks,Kevin Costner
Mr. Brooks,Demi Moore
Mr. Brooks,William Hurt
Mr. Brooks,Dane Cook
Tramps,Callum Turner
Tramps,Grace Van Patten
Tramps,Michal Vondel
Tramps,Mike Birbiglia
Before We Go,Chris Evans
Before We Go,Alice Eve
Before We Go,Emma Fitzpatrick
Before We Go,John Cullum
Captain Phillips,Tom Hanks
Captain Phillips,Barkhad Abdi
Captain Phillips,"Barkhad Abdirahman,Catherine Keener"
The Secret Scripture,Rooney Mara
The Secret Scripture,Eric Bana
The Secret Scripture,Theo James
The Secret Scripture,Aidan Turner
Max Steel,Ben Winchell
Max Steel,Josh Brener
Max Steel,Maria Bello
Max Steel,Andy Garcia
Hotel Transylvania 2,Adam Sandler
Hotel Transylvania 2,Andy Samberg
Hotel Transylvania 2,Selena Gomez
Hotel Transylvania 2,Kevin James
Hancock,Will Smith
Hancock,Charlize Theron
Hancock,Jason Bateman
Hancock,Jae Head
Sisters,Amy Poehler
Sisters,Tina Fey
Sisters,Maya Rudolph
Sisters,Ike Barinholtz
The Family,Robert De Niro
The Family,Michelle Pfeiffer
The Family,Dianna Agron
The Family,John D'Leo
Zack and Miri Make a Porno,Seth Rogen
Zack and Miri Make a Porno,Elizabeth Banks
Zack and Miri Make a Porno,Craig Robinson
Zack and Miri Make a Porno,Gerry Bednob
Ma vie de Courgette,Gaspard Schlatter
Ma vie de Courgette,Sixtine Murat
Ma vie de Courgette,"Paulin Jaccoud,Michel Vuillermoz"
Man on a Ledge,Sam Worthington
Man on a Ledge,Elizabeth Banks
Man on a Ledge,Jamie Bell
Man on a Ledge,Mandy Gonzalez
No Strings Attached,Natalie Portman
No Strings Attached,Ashton Kutcher
No Strings Attached,Kevin Kline
No Strings Attached,Cary Elwes
Rescue Dawn,Christian Bale
Rescue Dawn,Steve Zahn
Rescue Dawn,Jeremy Davies
Rescue Dawn,Zach Grenier
Despicable Me 2,Steve Carell
Despicable Me 2,Kristen Wiig
Despicable Me 2,Benjamin Bratt
Despicable Me 2,Miranda Cosgrove
A Walk Among the Tombstones,Liam Neeson
A Walk Among the Tombstones,Dan Stevens
A Walk Among the Tombstones,David Harbour
A Walk Among the Tombstones,Boyd Holbrook
The World's End,Simon Pegg
The World's End,Nick Frost
The World's End,Martin Freeman
The World's End,Rosamund Pike
Yoga Hosers,Lily-Rose Depp
Yoga Hosers,Harley Quinn Smith
Yoga Hosers,"Johnny Depp,Adam Brody"
Seven Psychopaths,Colin Farrell
Seven Psychopaths,Woody Harrelson
Seven Psychopaths,"Sam Rockwell,Christopher Walken"
Beowulf,Ray Winstone
Beowulf,Crispin Glover
Beowulf,"Angelina Jolie,Robin Wright"
Jack Ryan: Shadow Recruit,Chris Pine
Jack Ryan: Shadow Recruit,Kevin Costner
Jack Ryan: Shadow Recruit,"Keira Knightley,Kenneth Branagh"
1408,John Cusack
1408,Samuel L. Jackson
1408,Mary McCormack
1408,Paul Birchard
The Gambler,Mark Wahlberg
The Gambler,Jessica Lange
The Gambler,John Goodman
The Gambler,Brie Larson
Prince of Persia: The Sands of Time,Jake Gyllenhaal
Prince of Persia: The Sands of Time,Gemma Arterton
Prince of Persia: The Sands of Time,"Ben Kingsley,Alfred Molina"
The Spectacular Now,Miles Teller
The Spectacular Now,Shailene Woodley
The Spectacular Now,"Kyle Chandler,Jennifer Jason Leigh"
A United Kingdom,David Oyelowo
A United Kingdom,Rosamund Pike
A United Kingdom,Tom Felton
A United Kingdom,Jack Davenport
USS Indianapolis: Men of Courage,Nicolas Cage
USS Indianapolis: Men of Courage,Tom Sizemore
USS Indianapolis: Men of Courage,"Thomas Jane,Matt Lanter"
Turbo Kid,Munro Chambers
Turbo Kid,Laurence Leboeuf
Turbo Kid,Michael Ironside
Turbo Kid,Edwin Wright
Mama,Jessica Chastain
Mama,Nikolaj Coster-Waldau
Mama,Megan Charpentier
Mama,Isabelle Nélisse
Orphan,Vera Farmiga
Orphan,Peter Sarsgaard
Orphan,Isabelle Fuhrman
Orphan,CCH Pounder
To Rome with Love,Woody Allen
To Rome with Love,Penélope Cruz
To Rome with Love,Jesse Eisenberg
To Rome with Love,Ellen Page
Fantastic Mr. Fox,George Clooney
Fantastic Mr. Fox,Meryl Streep
Fantastic Mr. Fox,Bill Murray
Fantastic Mr. Fox,Jason Schwartzman
Inside Man,Denzel Washington
Inside Man,Clive Owen
Inside Man,"Jodie Foster,Christopher Plummer"
I.T.,Pierce Brosnan
I.T.,Jason Barry
I.T.,Karen Moskow
I.T.,Kai Ryssdal
127 Hours,James Franco
127 Hours,Amber Tamblyn
127 Hours,Kate Mara
127 Hours,Sean Bott
Annabelle,Ward Horton
Annabelle,Annabelle Wallis
Annabelle,"Alfre Woodard,Tony Amendola"
Wolves at the Door,Katie Cassidy
Wolves at the Door,Elizabeth Henstridge
Wolves at the Door,Adam Campbell
Wolves at the Door,Miles Fisher
Suite Française,Michelle Williams
Suite Française,Kristin Scott Thomas
Suite Française,"Margot Robbie,Eric Godon"
The Imaginarium of Doctor Parnassus,Christopher Plummer
The Imaginarium of Doctor Parnassus,Lily Cole
The Imaginarium of Doctor Parnassus,"Heath Ledger,Andrew Garfield"
G.I. Joe: The Rise of Cobra,Dennis Quaid
G.I. Joe: The Rise of Cobra,Channing Tatum
G.I. Joe: The Rise of Cobra,"Marlon Wayans,Adewale Akinnuoye-Agbaje"
Christine,Rebecca Hall
Christine,Michael C. Hall
Christine,Tracy Letts
Christine,Maria Dizzia
Man Down,Shia LaBeouf
Man Down,Jai Courtney
Man Down,Gary Oldman
Man Down,Kate Mara
Crawlspace,Michael Vartan
Crawlspace,Erin Moriarty
Crawlspace,"Nadine Velazquez,Ronnie Gene Blevins"
Shut In,Naomi Watts
Shut In,Charlie Heaton
Shut In,"Jacob Tremblay,Oliver Platt"
The Warriors Gate,Mark Chao
The Warriors Gate,Ni Ni
The Warriors Gate,Dave Bautista
The Warriors Gate,Sienna Guillory
Grindhouse,Kurt Russell
Grindhouse,Rose McGowan
Grindhouse,Danny Trejo
Grindhouse,Zoë Bell
Disaster Movie,Carmen Electra
Disaster Movie,"Vanessa Lachey,Nicole Parker"
Disaster Movie,Matt Lanter
Rocky Balboa,Sylvester Stallone
Rocky Balboa,Antonio Tarver
Rocky Balboa,Milo Ventimiglia
Rocky Balboa,Burt Young
Diary of a Wimpy Kid: Dog Days,Zachary Gordon
Diary of a Wimpy Kid: Dog Days,Robert Capron
Diary of a Wimpy Kid: Dog Days,"Devon Bostick,Steve Zahn"
Jane Eyre,Mia Wasikowska
Jane Eyre,Michael Fassbender
Jane Eyre,Jamie Bell
Jane Eyre,Su Elliot
Fool's Gold,Matthew McConaughey
Fool's Gold,Kate Hudson
Fool's Gold,Donald Sutherland
Fool's Gold,Alexis Dziena
The Dictator,Sacha Baron Cohen
The Dictator,Anna Faris
The Dictator,John C. Reilly
The Dictator,Ben Kingsley
The Loft,Karl Urban
The Loft,James Marsden
The Loft,Wentworth Miller
The Loft,Eric Stonestreet
Bacalaureat,Adrian Titieni
Bacalaureat,Maria-Victoria Dragus
Bacalaureat,"Lia Bugnar,Malina Manovici"
You Don't Mess with the Zohan,Adam Sandler
You Don't Mess with the Zohan,John Turturro
You Don't Mess with the Zohan,"Emmanuelle Chriqui,Nick Swardson"
Exposed,Ana de Armas
Exposed,Keanu Reeves
Exposed,Christopher McDonald
Exposed,Mira Sorvino
Maudie,Ethan Hawke
Maudie,Sally Hawkins
Maudie,Kari Matchett
Maudie,Zachary Bennett
Horrible Bosses 2,Jason Bateman
Horrible Bosses 2,Jason Sudeikis
Horrible Bosses 2,Charlie Day
Horrible Bosses 2,Jennifer Aniston
A Bigger Splash,Tilda Swinton
A Bigger Splash,Matthias Schoenaerts
A Bigger Splash,Ralph Fiennes
A Bigger Splash,Dakota Johnson
Melancholia,Kirsten Dunst
Melancholia,Charlotte Gainsbourg
Melancholia,Kiefer Sutherland
Melancholia,Alexander Skarsgård
The Princess and the Frog,Anika Noni Rose
The Princess and the Frog,Keith David
The Princess and the Frog,Oprah Winfrey
The Princess and the Frog,Bruno Campos
Unstoppable,Denzel Washington
Unstoppable,Chris Pine
Unstoppable,Rosario Dawson
Unstoppable,Ethan Suplee
Flight,Denzel Washington
Flight,Nadine Velazquez
Flight,Don Cheadle
Flight,John Goodman
Home,Jim Parsons
Home,Rihanna
Home,Steve Martin
Home,Jennifer Lopez
La migliore offerta,Geoffrey Rush
La migliore offerta,Jim Sturgess
La migliore offerta,"Sylvia Hoeks,Donald Sutherland"
Mean Dreams,Sophie Nélisse
Mean Dreams,Josh Wiggins
Mean Dreams,Joe Cobden
Mean Dreams,Bill Paxton
42,Chadwick Boseman
42,T.R. Knight
42,"Harrison Ford,Nicole Beharie"
21,Jim Sturgess
21,Kate Bosworth
21,Kevin Spacey
21,Aaron Yoo
Begin Again,Keira Knightley
Begin Again,Mark Ruffalo
Begin Again,Adam Levine
